,date,emd_nm_2term,emd_nm,clustered,em_g_interpolated,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,area_km2,Deri_resd_density,sexratio,pop_perhouse,house_cnt,corona_updown_ratio,corona_infec,vac_1st,vac_2nd,mon,tue,wed,tru,fri,sat,sun,day_cnt,em_cnt,pay_amt,resd_pop_cnt내국인남성제주,resd_pop_cnt내국인여성제주,visit_pop_cnt내국인남성그외,visit_pop_cnt내국인남성제주,visit_pop_cnt내국인여성그외,visit_pop_cnt내국인여성제주,work_pop_cnt내국인남성그외,work_pop_cnt내국인남성제주,work_pop_cnt내국인여성그외,work_pop_cnt내국인여성제주,resd_pop_cnt장기해외제주,visit_pop_cnt장기해외그외,visit_pop_cnt장기해외제주,work_pop_cnt장기해외그외,work_pop_cnt장기해외제주,visit_pop_cnt단기해외,foreign_pop남성,foreign_pop여성,resid_reg_pop남성,resid_reg_pop여성,total_pop남성,total_pop여성,use_amt간식,use_amt농축수산물,use_amt마트/슈퍼마켓,use_amt배달,use_amt식품,use_amt아시아음식,use_amt양식,use_amt주점및주류판매,use_amt패스트푸드,use_amt한식,min_temp,max_temp,mean_hum,mean_prec,resd_pop,visit_pop,work_pop,resd_per_visit,use_amt,resd_pop_cnt내국인제주,visit_pop_cnt내국인그외,visit_pop_cnt내국인제주,work_pop_cnt내국인그외,work_pop_cnt내국인제주,foreign_pop,resid_reg_pop,total_pop,foreign_pop_gender_ratio,total_pop_gender_ratio,resd_pop_cnt_gender_ratio,visit_pop_cnt_gender_ratio,work_pop_cnt_gender_ratio,resd_pop_cnt기타,resd_pop_cnt아메리카,resd_pop_cnt장기_아시아,resd_pop_cnt장기_아프리카,resd_pop_cnt장기_오세아니아,resd_pop_cnt_장기_유럽,resd_pop_cnt_장기_중국,visit_pop_cnt_장기_기타,visit_pop_cnt_장기_아메리카,visit_pop_cnt_장기_아시아,visit_pop_cnt_장기_아프리카,visit_pop_cnt_장기_오세아니아,visit_pop_cnt_장기_유럽,visit_pop_cnt_장기_중국,work_pop_cnt_장기_기타,work_pop_cnt_장기_아메리카,work_pop_cnt_장기_아시아,work_pop_cnt_장기_아프리카,work_pop_cnt_장기_오세아니아,work_pop_cnt_장기_유럽,work_pop_cnt_장기_중국,visit_pop_cnt_단기_기타,visit_pop_cnt_단기_아메리카,visit_pop_cnt_단기_아시아,visit_pop_cnt_단기_중국,개별여행,패키지,친지방문,codiv_trend,em_area_cd
131,2018-08-01,노형동8,노형동,1,306231800,0,0,0,0,0,1,0,0,0,0,0,0,45.24,745203.4014,2.688921142,20670,96.69530734,0,0,0,0,4,4,4,4,5,5,4,30,138587,8131502,15851211.44,17861790.44,1883942.825,5374513.376,1747285.781,4934070.771,176470.7229,2264973.892,112759.9285,2007347.061,1497011.628,226764.4937,244223.2777,18706.2118,102241.9556,289286.4255,1097,915,26334,27234,27431,28149,379581348,552841872,4869999596,123364112,1229977306,511637282,252633763,106778100,420638434,4417966009,12,33,77.78716216,1.590350877,35210013.51,14700086.95,4682499.772,2.395224846,12865417822,33713001.88,3631228.606,10308584.15,289230.6514,4272320.953,2012,53568,55580,1.198907104,0.974492877,0.887436872,1.086374622,1.151566703,24700.1345,73903.451,421618.6803,0,16712.6494,7540.8093,952535.9036,6267.658,21159.7158,164441.0087,28.3404,2381.7198,7596.9376,269112.3911,2412.5622,3439.9251,17471.3963,0,0,6355.2866,91268.9972,24988.2385,5698.4939,45547.0208,213052.6723,935068,46173,77419,0,153
132,2018-09-01,노형동9,노형동,1,259310550,0,0,0,0,0,0,1,0,0,0,0,0,45.24,769213.3601,2.68556253,20710,96.64550226,0,0,0,0,5,5,4,4,4,4,5,31,166509,9783283,16449038.15,18350174.26,2470369.759,5312523.343,2335696.712,4918101.124,209224.7505,2153797.93,166837.9251,1873769.959,1607983.469,186107.5206,256439.2817,45729.3308,95997.5975,313681.3607,1109,929,26333,27247,27442,28176,379330254,529143198,5008634220,135655897,1392054297,529350491,280464381,123281158,440226171,4656598004,17,35,79.89734089,0.853565365,36407195.88,15792919.1,4545357.493,2.305286036,13474738071,34799212.41,4806066.471,10230624.47,376062.6756,4027567.889,2038,53580,55618,1.193756728,0.973949461,0.896396836,1.072940448,1.157999388,19248.7163,84389.9657,496272.5351,0,18283.2289,11126.5107,978662.5118,5387.2814,19190.9869,158672.1509,0,2262.0256,3324.8995,253709.458,4455.0497,5076.8147,64118.3256,0,1018.3354,2441.7082,64616.6947,30612.8923,6256.9421,35822.8038,240988.7225,922316,43148,64040,0,153
133,2018-10-01,노형동10,노형동,1,244370750,0,0,0,0,0,0,0,1,0,0,0,0,45.24,798142.8636,2.681899167,20767,96.59607211,0,0,0,0,4,4,5,5,5,4,4,31,159491,9147486,17017916.99,19090066.16,2501953.003,5817766.978,2291076.405,5274533.231,219229.8162,2007575.097,130361.0352,1725358.497,1533268.836,236215.7348,286695.2386,24384.4341,105135.9518,484110.441,1117,923,26363,27292,27480,28215,391254622,492708232,4921221431,145728266,1522682430,560947572,296586308,116640810,428289897,4749415872,18,35,81.36878814,2.213497453,37641251.99,16892351.03,4212044.831,2.22830155,13625475440,36107983.15,4793029.408,11092300.21,349590.8514,3732933.594,2040,53655,55695,1.210184182,0.973950027,0.89145406,1.099676084,1.199968462,15314.6584,69261.4402,526071.0547,0,14608.1396,7688.5808,900324.9622,11089.9581,24114.7704,140679.221,18.8594,1811.9686,11165.7912,334030.4047,3341.5826,5718.578,36100.645,0,465.9201,1570.7368,82322.9234,53558.6926,8225.7518,45989.0142,376336.9824,1038643,29427,15737,0,153
134,2018-11-01,노형동11,노형동,1,246249750,0,0,0,0,0,0,0,0,1,0,0,0,45.24,760943.7728,2.679432965,20810,96.60005856,0,0,0,0,4,4,4,4,4,5,5,30,144302,7743748,16245600.55,18179495.73,2121430.32,5695086.343,1895207.765,5366068.485,202789.0933,1897266.166,128287.7991,1629299.04,1475239.144,185340.1013,284142.6186,46636.7697,97115.7455,350172.6167,1120,920,26395,27324,27515,28244,427360949,795249290,4964455976,138834330,1569161243,555533113,254846240,131540373,385966610,4259723759,9,30,81.6768018,1.637719298,35900335.42,15897448.25,4001394.614,2.258245151,13482671883,34425096.28,4016638.085,11061154.83,331076.8924,3526565.206,2040,53719,55759,1.217391304,0.974189208,0.893622177,1.076465954,1.194851493,25767.3569,56928.6344,502654.3411,0,12430.7878,10845.3937,866612.6303,8661.458,20921.0726,159647.2255,0,2114.8731,6379.0351,271759.0556,3947.8681,8057.0304,37167.0548,0,706.5372,2491.9295,91382.0952,38627.44,8863.7305,48158.0556,254523.3906,880738,65658,67365,0,155
135,2018-12-01,노형동12,노형동,1,273200900,0,0,0,0,0,0,0,0,0,1,0,0,45.24,795641.6218,2.678398929,20911,96.7509685,0,0,0,0,5,5,5,4,4,4,4,31,134077,7297934,17001929.14,18992897.83,2085523.105,5793533.415,1740892.878,5361370.561,205167.3335,2242509.805,109937.7033,2003228.978,1549388.103,149828.545,281331.4761,32180.9656,113977.0303,518686.6875,1200,973,26473,27362,27673,28335,406578592,729693824,4604169748,152971108,1303164144,536156953,256322007,107821472,388624655,4364459629,2,25,76.42436792,2.707555178,37544215.07,15931166.67,4707001.816,2.356651955,12849962132,35994826.97,3826415.983,11154903.98,315105.0368,4245738.783,2173,53835,56008,1.233299075,0.976636668,0.89517299,1.109372609,1.158298188,29477.3499,69683.6991,510293.6049,0,12431.7219,12100.3807,915401.3468,5928.8137,18357.4775,140803.4316,170.4138,1467.2495,8086.7441,256345.8909,3073.9532,5291.0211,49417.9829,0,1482.0573,810.8234,86082.158,46496.445,7802.6474,50281.3964,414106.1987,868257,136307,84105,0,155
136,2019-01-01,노형동13,노형동,1,260492900,0,0,0,0,0,0,0,0,0,0,1,0,45.24,764582.437,2.675457841,20968,96.65085735,0,0,0,0,4,4,4,5,5,4,4,30,124342,7356747,16371482.89,18218226.56,2044208.422,5550703.374,1722135.961,5098724.312,228628.8839,2248531.976,124814.5638,2041434.614,1459577.946,209741.1544,270652.8061,44159.5645,126321.3388,385166.8466,1200,997,26492,27410,27692,28407,393581959,570133440,4518084202,170606810,1187761846,535507140,215868896,108211643,378777657,4134337503,2,22,77.83558559,0.957017544,36049287.4,15281332.88,4813890.941,2.359040778,12212871096,34589709.45,3766344.383,10649427.69,353443.4477,4289966.59,2197,53902,56099,1.203610832,0.974830147,0.898632083,1.113482976,1.143525355,25424.1432,68509.01,456369.4433,0,15611.3864,15636.8936,878027.0691,5295.5306,17382.504,199564.4456,8.5051,1710.6222,5632.9529,250799.4001,1979.035,5245.2966,63144.7396,0,1761.0047,872.7909,97478.0365,48326.3266,5814.3281,53231.1249,277795.067,920287,41735,80445,0,155
137,2019-02-01,노형동14,노형동,1,251290500,0,0,0,0,0,0,0,0,0,0,0,1,45.24,807508.1972,2.673975078,21026,96.72143091,0,0,0,0,5,4,4,4,4,5,5,31,123178,8165560,17331796.21,19199874.63,2203128.312,5460608.323,1764407.651,4964606.987,223771.669,2084137.316,142445.615,1933940.203,1533676.428,167355.5991,249954.8928,47692.5377,117198.0537,414260.0906,1210,1011,26551,27451,27761,28462,426571141,790478887,4671857917,212865719,1416596384,546654082,277481699,129098788,467900713,4722165053,0,23,75.67654752,1.053480475,38065347.27,15224321.86,4549185.394,2.50029838,13661670383,36531670.84,3967535.963,10425215.31,366217.284,4018077.519,2221,54002,56223,1.196834817,0.97537067,0.902703614,1.138909194,1.111502961,20401.7212,64445.0118,433241.406,0,14963.8087,12607.1189,988017.361,6184.0499,20987.8574,164669.539,26.7045,2709.9846,3176.4532,219555.9033,1635.3707,4277.2354,64412.9663,0,863.4507,815.3404,92886.2279,52330.1931,6436.493,53257.1542,302236.2503,799716,73371,37634,0,155
138,2019-03-01,노형동15,노형동,1,249789350,1,0,0,0,0,0,0,0,0,0,0,0,45.24,810009.1852,2.66766325,21072,96.45041503,0,0,0,0,4,5,5,5,4,4,4,31,116979,7785696,17499093.55,19145721.99,2466957.973,5407307.76,2205844.472,4994269.515,227781.5937,1662292.245,108198.1218,1639600.31,1283937.946,183067.1992,317214.6589,19559.1791,117196.9505,449902.0947,1230,1022,26493,27468,27723,28490,394273515,677755934,4408068164,225704144,1367113961,527121465,251416917,115502381,449797437,4425027050,0,17,76.77676041,0.616135881,37928753.49,16024563.67,3774628.4,2.366913338,12841780968,36644815.54,4672802.445,10401577.28,335979.7155,3301892.555,2252,53961,56213,1.203522505,0.973078273,0.913994968,1.093630705,1.08140264,17148.4817,53404.4992,335280.3473,0,10150.6368,12573.0007,855380.9802,7467.5407,21148.1252,147949.1798,18.9794,2566.7255,7301.0361,313830.2714,1754.8819,5537.7123,37035.2501,0,703.5883,655.8835,91068.8135,54473.8031,2956.0161,47695.2174,344777.0581,916626,29818,46126,0,155
139,2019-04-01,노형동16,노형동,1,237397550,0,1,0,0,0,0,0,0,0,0,0,0,45.24,726857.6446,2.65489992,21133,96.58721758,0,0,0,0,4,4,4,4,4,4,4,28,111835,7510492,15599069.31,17283970.53,2246935.612,4990935.164,1942139.768,4526668.925,191684.4875,1370490.198,116494.8615,1353966.25,1094582.588,185313.9825,301715.6259,36852.9984,79958.833,571739.2698,1215,1032,26462,27397,27677,28429,371683575,522448901,4092377012,228691423,1258055021,514770200,258335689,125410475,402909086,3972307409,1,18,71.29826255,0.923402256,33977622.43,14765448.35,3149447.628,2.301157515,11746988791,32883039.84,4189075.38,9517604.089,308179.349,2724456.448,2247,53859,56106,1.177325581,0.973548137,0.902516542,1.118887746,1.062370622,9942.4056,42801.2086,292658.6205,0,7985.4781,8311.2429,732883.6319,4882.9215,26640.4834,155647.6029,0,3275.0679,5619.9335,290963.5992,1076.6108,3946.5811,42089.5547,0,464.5835,982.3622,68252.1391,69612.6102,3402.1112,35853.3454,462871.203,704981,94809,42665,0,155
140,2019-05-01,노형동17,노형동,1,249305400,0,0,1,0,0,0,0,0,0,0,0,0,45.24,773845.9644,2.650713408,21166,96.60979798,0,0,0,0,4,4,4,4,5,5,5,31,115276,7451348,16603292.82,18405498.61,2387839.846,6507077.162,2105603.574,5732976.965,283604.464,1603615.057,177147.6197,1501206.178,1210769.715,304956.7463,355480.9398,27359.7997,103428.1755,500013.9146,1216,1071,26445,27373,27661,28444,411269455,637802735,4420570426,275161116,1274121018,540667948,270120570,123868420,433884592,4452322354,3,21,65.67022668,1.526315789,36219561.15,17893949.15,3696361.294,2.024123398,12839788634,35008791.43,4493443.42,12240054.13,460752.0837,3104821.235,2287,53818,56105,1.135387488,0.972472226,0.902083294,1.134761194,1.124446778,16974.2558,49764.2892,332453.1359,0,14165.5104,8204.1386,789208.3853,8225.0022,26884.7303,248746.7131,8.6209,3470.0932,6544.7232,366557.8032,1750.1486,7364.852,38866.8959,0,969.891,5126.3416,76709.8461,60230.6273,3298.5888,45285.3838,391199.3147,837709,35272,60751,0,155
141,2019-06-01,노형동18,노형동,1,243096226.5,0,0,0,1,0,0,0,0,0,0,0,0,45.24,759369.4476,2.655279796,21194,96.6141358,0,0,0,0,5,5,4,4,4,4,4,30,115179,7080703,16302592.32,18051281.49,2111287.517,5567866.405,1748771.895,5263057.852,207969.9813,2425149.761,135897.0194,2079822.797,1262672.623,230736.1946,348326.038,22666.1622,89186.4638,491115.903,1385,1119,26423,27349,27808,28468,380792614,495709842,4352500121,269526213,1304417319,491610573,217591182,127916607,398277386,4274606951,6,23,71.91328829,1.213157895,35616546.43,15761161.8,4960692.185,2.259766563,12312948808,34353873.81,3860059.412,10830924.26,343867.0007,4504972.558,2504,53772,56276,1.237712243,0.976816074,0.903126591,1.095171189,1.188381186,20890.6047,52123.5809,373798.1198,0,14618.594,12684.3963,788557.3276,5195.2321,23136.0561,188269.1912,0,3270.3966,10767.7893,348423.5673,123.7269,3684.6794,39546.2721,0,476.885,0,68021.0626,67896.085,6085.4151,44443.145,372691.2579,908639,75338,68145,0,155
142,2019-07-01,노형동19,노형동,1,295221200,0,0,0,0,1,0,0,0,0,0,0,0,45.24,774687.1978,2.650305882,21250,96.72041242,0,0,0,0,4,4,5,5,5,4,4,31,127025,7332524,16698146.9,18348701.93,2319366.158,5567826.11,1912527.267,5153647.591,259500.4352,2462700.702,186166.7151,2133517.839,1336128.505,246841.8222,328769.8057,27360.3328,90517.0721,574207.8548,1394,1120,26454,27351,27848,28471,389029316,492496138,4700863739,320949825,1385168407,576543786,253482152,141729393,425445744,4718290711,11,32,65.18526591,1.134974533,36382977.34,16103186.61,5159763.096,2.25936507,13403999211,35046848.83,4231893.425,10721473.7,445667.1503,4596218.541,2514,53805,56319,1.244642857,0.978118085,0.910045134,1.116189795,1.173522121,22489.4833,50584.2284,381737.2354,0,13501.8111,13859.8313,853955.9158,5910.1137,29559.0114,186742.5977,104.7401,2680.0546,8638.9378,341976.1726,407.6158,3698.3529,35805.5796,0,460.1354,2434.9568,75070.7644,71560.6086,7159.8612,51759.6237,443727.7613,884364,145535,30678,0,158
143,2019-08-01,노형동20,노형동,1,285216650,0,0,0,0,0,1,0,0,0,0,0,0,45.24,745020.8906,2.643661972,21300,96.66617927,0,0,0,0,4,4,4,4,4,5,5,30,133924,7707839,16127088.38,17577656.71,2316730.831,5311697.877,1892096.97,4800897.806,218158.1301,2224716.453,143275.6969,1895560.293,1231002.025,329841.9166,325291.2318,32567.2174,83254.3074,491718.8022,1393,1117,26444,27356,27837,28473,365670623,589066661,4664614515,334160612,1417234315,531494517,247108582,132086646,412526909,4350760352,16,29,80.19144144,1.725438596,34935747.12,15468275.43,4597532.098,2.258541831,13044723732,33704745.09,4208827.801,10112595.68,361433.827,4120276.746,2510,53800,56310,1.247090421,0.977663049,0.917476581,1.139763135,1.198171209,20723.6219,48458.1205,338457.8707,0,13285.9026,11915.2422,798161.2672,8222.7484,34098.6755,244324.2802,5.934,9944.862,9409.4683,349127.18,708.7326,5255.3984,32029.6674,0,614.1765,2264.6461,74948.9038,37750.981,3230.6172,51761.0066,398976.1974,914476,47857,75809,0,150
144,2019-09-01,노형동21,노형동,1,253510600,0,0,0,0,0,0,1,0,0,0,0,0,45.24,769036.4688,2.634023032,21362,96.70393919,0,0,0,0,5,5,5,4,4,4,4,31,151462,8819321,16666986.97,18124222.88,2983773.763,5129498.839,2418483.695,4736229.135,232199.6645,2019239.991,172092.5708,1748544.74,1315560.3,252520.6268,326616.0588,28463.3206,84531.6521,556160.9821,1346,1092,26464,27366,27810,28458,373060946,530126850,4746322708,360338048,1520141764,547206285,258387137,129832470,450275984,4676167844,20,33,81.8820837,2.853140917,36106770.15,16403283.1,4285071.939,2.201191672,13591860036,34791209.85,5402257.458,9865727.974,404292.2353,3767784.731,2438,53830,56268,1.232600733,0.977229602,0.91959733,1.133975995,1.172235717,18989.0325,50787.8827,367558.8055,0,20686.0877,9692.3291,847846.1622,7444.8522,45740.2823,137206.1804,70.1335,3378.6749,8377.9913,376918.571,1911.8237,2671.4441,23767.0788,0,291.5767,0,84353.0494,48369.7116,4997.7518,29884.1471,472909.3716,924637,32648,76775,0,150
145,2019-10-01,노형동22,노형동,1,223797811,0,0,0,0,0,0,0,1,0,0,0,0,45.24,784536.658,2.628575428,21431,96.59306224,0,0,0,0,4,4,4,5,5,5,4,31,152487,8518837,17071270.55,18421167.86,2598771.846,5621117.653,2289066.039,5009850.41,243561.4711,1856136.167,175056.7292,1700686.023,1269016.289,290818.699,353157.2765,14458.043,84208.5937,718787.4653,1312,1068,26509,27444,27821,28512,391638432,567647516,5025296167,433526557,1667107124,562181382,277489208,147182750,445087943,4978020578,21,34,80.96883173,3.803904924,36761454.7,16881569.39,4074107.027,2.177608838,14495177657,35492438.41,4887837.885,10630968.06,418618.2003,3556822.19,2380,53953,56333,1.228464419,0.97576459,0.926720319,1.126179421,1.119395309,17036.0933,62924.3086,332711.4223,0,20127.1597,7111.7104,829105.5943,9708.0381,30600.3179,176075.2789,160.7415,4166.0967,17309.3645,405956.1379,437.007,2440.297,20298.9463,0,510.4087,1809.6643,73170.3134,54395.8566,4622.1814,40479.3505,619290.0768,1109760,48440,16986,0,150
146,2019-11-01,노형동23,노형동,1,230736200,0,0,0,0,0,0,0,0,1,0,0,0,45.24,744591.8811,2.51,21483,96.63,0,0,0,0,5,4,4,4,4,4,5,30,139536,7570769,16105233.09,17580103.61,2204176.493,5418430.211,1807692.838,5013666.458,261932.8761,1885411.68,176104.6883,1624789.722,1190787.926,242079.1681,343270.05,19896.7953,89006.2167,614572.4185,1373,1090,26514,27439,27887,28529,404852698,802841761,4866412596,416082628,1737070453,467959020,215099114,131854182,408027716,4181607332,17,30,83.51576577,7.706578947,34876124.63,15643887.64,4057141.978,2.229377086,13631807500,33685336.7,4011869.331,10432096.67,438037.5644,3510201.402,2463,53953,56416,1.259633028,0.977496582,0.916105698,1.117461546,1.192376712,17979.898,56971.4058,324347.0842,0,16983.7898,16757.2487,757748.4995,6118.7868,32491.0417,209421.1605,12.3447,3498.776,8425.9235,325381.1849,1885.2407,2031.1039,21640.7949,0,160.0067,0,83185.8658,48623.409,5435.6943,44913.5172,515599.798,834467,57366,68554,0,150
147,2019-12-01,노형동24,노형동,1,247186350,0,0,0,0,0,0,0,0,0,1,0,0,45.24,775758.607,2.62172441,21561,96.58756405,0,0,0,0,4,5,5,5,4,4,4,31,129982,6681364,16935158.82,18160160.56,2354720.318,5588433.869,1945387.763,5178294.057,290043.8384,2213547.308,165532.9551,1880550.16,1221188.539,218054.5198,344382.1035,23128.2775,81578.2513,682897.858,1347,1085,26578,27517,27925,28602,407480351,684142484,4833595218,416829831,1497892022,532293783,245771592,149177040,432665492,4762283305,12,27,71.18788143,1.643039049,36316507.92,16312170.49,4654380.79,2.226344308,13962131118,35095319.38,4300108.081,10766727.93,455576.7935,4094097.468,2432,54095,56527,1.241474654,0.976330327,0.932544553,1.115034948,1.22360188,19189.3801,58247.8288,339132.3127,0,19377.458,9643.7912,775597.7685,7105.5209,37806.7805,173915.387,31.7775,6429.5743,7670.0593,329477.5238,945.6259,2111.6515,25132.0414,0,1030.011,600.7358,74886.4632,51669.965,7260.4864,62467.3908,561500.0158,1044280,89087,121053,0,150
148,2020-01-01,노형동25,노형동,1,234382600,0,0,0,0,0,0,0,0,0,0,1,0,45.24,768945.2876,2.61954762,21619,96.43879288,0,0,0,0,4,4,4,4,5,5,4,30,121182,6892263,16560365.41,18226719.4,2472052.152,5565757.924,1904140.589,5275516.345,242080.6117,2166284.563,164280.9935,1914329.857,1118777.285,233456.4026,333708.5539,23292.6064,79344.3916,617075.2742,1324,1085,26620,27603,27944,28688,381610691,579895904,4607801617,433454643,1435257105,503454551,226876055,145467426,396764538,4643119880,7,24,65.78941441,0.914473684,35905862.1,16401707.24,4589613.023,2.189153944,13353702410,34787084.81,4376192.741,10841274.27,406361.6052,4080614.42,2409,54223,56632,1.220276498,0.974065811,0.908576307,1.119525647,1.158641683,19023.6829,51220.5614,291085.5771,0,23798.2566,7903.8731,725745.3335,7358.279,39679.6489,211788.3023,16.15,2913.5202,7304.6405,298104.4156,574.4404,3420.2319,37430.7716,0,195.0586,0,61016.4955,48478.6515,5654.8178,59901.4592,503040.3457,1027256,74030,89593,0,146
149,2020-02-01,노형동26,노형동,1,241766400,0,0,0,0,0,0,0,0,0,0,0,1,45.24,802487.9629,2.612413475,21670,96.49923896,0,0,0,0,5,5,4,4,4,4,5,31,117990,7386443,17407113.73,18897441.71,2662405.712,5646722.576,1974986.139,5156360.001,282963.21,2015008.845,203380.0493,1917980.711,1215115.771,240526.201,344539.2617,22179.8372,81642.3855,685454.7351,1295,1094,26628,27594,27923,28688,421974911,699773685,4744993101,540510559,1664342710,580973813,280692381,143272155,439590693,5001900739,3,19,63.40562337,0.764006791,37519671.21,16710994.63,4523155.038,2.245208741,14518024747,36304555.44,4637391.851,10803082.58,486343.2593,3932989.556,2389,54222,56611,1.183729433,0.973333798,0.921135993,1.165155656,1.083253777,18833.465,60693.0853,343469.3304,0,25041.3377,7956.6695,759121.8827,7395.2807,39287.8337,200699.6732,0,3081.4208,7170.7178,327430.5365,2173.247,2822.9457,36690.7457,0,203.2216,0,61932.0627,62122.4209,5120.8241,78146.7065,540064.7836,1111007,8948,45471,0,147
150,2020-03-01,노형동27,노형동,1,255138700,1,0,0,0,0,0,0,0,0,0,0,0,45.24,787552.7653,2.61,21679,96.49,0,0,0,0,4,4,5,5,5,4,4,31,108198,7004780,17130599.16,18498287.94,3010969.755,5372702.57,2432260.206,4689358.645,327755.3882,1516922.826,173985.8346,1520414.776,1115302.579,179594.4748,320844.1888,18653.424,69958.3916,657902.6526,1298,1102,26590,27558,27888,28660,414383721,788730861,4893691853,526173300,1588954317,523907068,255889489,139660440,413813949,4350718940,3,21,65.99847395,1.803821656,36744189.68,16663632.49,3627690.64,2.205052812,13895923938,35628887.1,5443229.961,10062061.22,501741.2228,3037337.602,2400,54148,56548,1.177858439,0.973063503,0.926064034,1.177214409,1.088690716,22268.3736,58089.7625,325406.4258,0,23274.4091,7504.3742,678759.2339,7899.0865,31721.4095,156619.0155,17.4696,3388.257,10776.8782,290016.5473,271.1212,4791.4543,31912.2325,0,500.9385,0,51136.0691,58258.9055,3284.9888,39855.5267,556503.2316,1028221,21879,105958,0,148
151,2020-04-01,노형동28,노형동,1,226073450,0,1,0,0,0,0,0,0,0,0,0,0,45.24,770520.6404,2.61,21733,96.53,3.3,2,0,0,4,4,4,4,4,5,4,29,112953,7225016,16721572.97,18136780.8,2150650.684,4902995.676,1621251.696,4193830.747,262071.8506,1383714.4,185743.3077,1283342.273,1107784.068,231018.3004,324369.8196,19037.2202,64451.1641,115799.8181,1286,1106,26643,27601,27929,28707,345593327,520129772,4107524885,545323081,1447569096,386869725,197663637,129242025,379087583,3771290439,1,21,65.28191985,1.238656987,35966137.84,13539916.74,3198360.216,2.65630421,11830293570,34858353.77,3771902.38,9096826.423,447815.1583,2667056.673,2392,54244,56636,1.162748644,0.972898596,0.921970285,1.212991635,1.120279358,18366.4618,57502.342,301221.8474,0,19525.8853,7308.5375,703858.9939,9119.1167,28181.7174,224953.4012,0,5481.2139,8054.5313,279598.1395,1095.4762,3029.2815,27202.6517,0,870.3087,2680.0704,48610.5958,10876.741,2428.7588,26592.1186,75902.1997,581380,2274,70514,0.525,148
152,2020-05-01,노형동29,노형동,1,249341150,0,0,1,0,0,0,0,0,0,0,0,0,45.24,833937.1076,2.6,21810,96.59,6.096059113,7,0,0,5,5,4,4,4,4,5,31,125089,7623245,18103861.19,19623453.56,2019939.94,4863978.217,1581173.181,4219282.631,278633.5368,1474962.842,271032.095,1385794.872,1226255.946,184062.7286,274094.5933,26116.8302,84082.0764,23980.3515,1271,1082,26620,27573,27891,28655,401109115,550506400,4544087650,673723450,1677148170,484736000,198378270,141946750,392817950,3905128855,3,23,62.12292938,1.488964346,38953570.7,13166511.64,3520622.252,2.958533874,12969582610,37727314.75,3601113.121,9083260.848,549665.6318,2860757.714,2353,54193,56546,1.174676525,0.973337986,0.92256244,1.186789173,1.058406468,23601.9863,59161.6751,343205.1799,0,25269.8882,13608.3353,761408.8808,9862.8613,34866.8608,156252.2041,16.4418,2445.7181,7268.1018,247445.134,2168.9696,6213.3414,33848.5493,0,6.2165,0,67961.8298,3322.7492,1058.7945,3230.5814,16368.2264,468096,1135,56747,0.770833334,146
153,2020-06-01,노형동30,노형동,1,243465156,0,0,0,1,0,0,0,0,0,0,0,0,45.24,801058.7818,2.59,21887,96.66,1.388888889,4,0,0,4,4,5,5,4,4,4,30,116837,6753460,17279930.53,18959968.76,1771539.287,4974070.067,1305844.536,4341891.171,234895.9795,1363810.144,158707.1549,1295889.05,1200189.693,182538.9018,327594.4714,10278.9789,81340.369,16389.7127,1253,1078,26666,27588,27919,28666,384522076,542081044,4595658276,740875258,1592251918,469918810,210222510,157929684,398047431,4087116386,4,24,58.85067568,1.109649123,37440088.98,12919868.15,3144921.676,2.897869278,13178623393,36239899.29,3077383.823,9315961.238,393603.1344,2659699.194,2331,54254,56585,1.162337662,0.973941254,0.911390243,1.194391824,1.099072112,19630.4609,67061.6102,356497.8552,0,26046.9456,12832.307,718120.5141,16069.2864,22957.9854,194331.5499,13.1022,1877.883,8384.3203,266499.246,1209.054,1714.1685,25829.1088,0,130.5465,0,62736.4701,2920.0885,2108.3634,2283.6439,9077.6169,533225,2474,67017,1,146
154,2020-07-01,노형동31,노형동,1,296884363.2,0,0,0,0,1,0,0,0,0,0,0,0,45.24,808693.7018,2.57,22004,96.78,0.256410256,2,0,0,4,4,4,4,5,5,5,31,132995,7447431,17475468.56,19109834.51,2008241.665,5228054.321,1777448.748,4634318.495,241288.2723,1344381.374,197949.8477,1294633.06,1172632.236,197168.1576,275195.9639,12809.4181,80351.2088,1471.6965,1238,1068,26710,27599,27948,28667,438672882,678226067,4984533564,712536240,2057468735,644069010,288932230,178119526,463385276,5084126754,12,26,73.66826504,1.616298812,37757935.31,14121899.05,3171413.181,2.673715141,15530070284,36585303.07,3785690.413,9862372.816,439238.12,2639014.434,2306,54309,56615,1.15917603,0.974918896,0.914475138,1.128596175,1.06236621,25891.7967,53489.2204,302585.3799,0,25440.7564,10997.6535,754227.4292,15117.9476,26582.8932,141282.876,5.7753,2318.9427,12683.1445,274372.5422,2267.6322,4724.992,31599.5252,0,98.5975,2867.026,51602.854,278.7351,356.2109,141.0693,695.6812,750271,1887,55751,0.375,144
