emd_nm,date,em_cnt,em_g,pay_amt,resd_pop_cnt내국인남성제주,resd_pop_cnt내국인여성제주,visit_pop_cnt내국인남성그외,visit_pop_cnt내국인남성제주,visit_pop_cnt내국인여성그외,visit_pop_cnt내국인여성제주,work_pop_cnt내국인남성그외,work_pop_cnt내국인남성제주,work_pop_cnt내국인여성그외,work_pop_cnt내국인여성제주,resd_pop_cnt장기해외제주,visit_pop_cnt장기해외그외,visit_pop_cnt장기해외제주,work_pop_cnt장기해외그외,work_pop_cnt장기해외제주,visit_pop_cnt단기해외,foreign_pop남성,foreign_pop여성,resid_reg_pop남성,resid_reg_pop여성,total_pop남성,total_pop여성,use_amt간식,use_amt농축수산물,use_amt마트/슈퍼마켓,use_amt배달,use_amt부페,use_amt식품,use_amt아시아음식,use_amt양식,use_amt주점및주류판매,use_amt패스트푸드,use_amt한식
삼도1동,2020-12-01,26591,57201600,1709407,3505783.346,4009218.263,371451.8555,1745017.143,237234.1734,1733068.24,29593.3013,225065.0164,7503.2334,279389.9137,45388.9727,14888.6236,39822.3164,0,2920.4809,579.4114,52,81,6646,6940,6698,7021,96715832,254976950,1141441317,254285285,14732,334349751,104151938,30862651,19136462,94739461,797555961
삼도1동,2021-01-01,25715,55008750,1643865,3727374.31,4134833.349,330654.1226,1713880.459,230970.2981,1734135.946,36179.8051,196849.2919,20031.367,223063.6303,51665.2425,11573.1047,36305.6044,0,6137.2199,34.8491,53,83,6646,6933,6699,7016,86217417,224133692,1235824699,263018050,136620,278794158,94420006,27482773,13066944,83570654,761341519
삼도1동,2021-02-01,20172,43495350,1299813,3170034.891,3575409.903,360846.9581,1633267.657,241403.0518,1620496.461,26371.5148,198310.0805,18141.917,226718.1705,52453.345,11938.3668,40092.3346,0,4990.6354,300.4779,53,84,6641,6928,6694,7012,84279714,216944465,1028483714,238410998,184437,350616760,92042387,36206795,21598610,70481221,794456685
삼도1동,2021-03-01,23787,50034650,1495108,3233012.234,3706610.133,368794.7402,1775896.048,215866.2987,1839958.679,22879.8037,234008.4634,25685.808,266050.8415,46146.6289,17317.5432,44244.903,0,5298.0297,417.3059,51,84,6616,6907,6667,6991,84869035,172826531,1038554694,248613634,5276294,324004900,117652808,39691022,29995370,77551190,987664853
삼도1동,2021-04-01,25571,51074200,1525816,3075965.044,3514074.387,329092.4134,1747901.528,251227.5892,1750712.446,26614.5015,219583.4501,11428.8854,306682.3361,51190.1133,8973.0595,42844.9454,697.2453,7149.597,504.6383,51,83,6617,6886,6668,6969,82676901,296162426,1061573029,235721821,2056139,314504017,119156766,42357493,27694875,74985452,958698809
삼도1동,2021-05-01,29938,57099250,1705541,3295729.453,3736711.554,348052.8679,1786401.328,286544.2743,1819331.825,20633.377,217318.4401,10379.4678,272934.7837,55822.5627,11446.1841,47649.2846,0,5951.6134,220.7,52,86,6630,6895,6682,6981,86701286,199935822,1104437378,277010034,3041892,349027611,113041077,44537270,31676400,75352663,1049982808
삼도1동,2021-06-01,32306,59222300,1768609,3155017.336,3517946.168,336928.8682,1653325.406,241324.0509,1742154.375,26796.4347,229384.6256,13798.1904,270282.905,45344.5021,12127.6872,39463.3123,0,8015.7442,140.901,51,87,6627,6886,6678,6973,75276864,226279858,1037058941,264812677,2655890,330095815,104473078,47623436,12515395,63359943,909646961
이도1동,2018-01-01,17909,51373100,1536695,2254861.06,2610261.978,611570.027,2230300.005,516402.7751,2346123.719,10615.4967,382351.6614,22664.0393,557099.9233,72578.6613,24236.6588,56451.0595,0,12318.3056,26280.0268,51,81,3980,3975,4031,4056,50991432,113691444,624137503,14965089,2008190,185795039,69882557,31888068,12203805,52938247,594875274
이도1동,2018-02-01,16827,47339200,1416005,2063626.653,2363160.762,471906.2101,1985681.583,466431.0588,2125284.722,22846.6086,355864.3576,19900.8206,475226.7333,71649.9482,12869.2531,48117.2198,1266.408,8902.9229,25530.0886,47,77,3969,3957,4016,4034,47743227,150312146,613882778,12028300,1326168,176184210,54015869,29294792,11159469,48153397,461826320
이도1동,2018-03-01,19116,51699300,1546221,2136228.591,2419135.898,457030.0366,2151813.927,423423.5309,2382754.01,19334.513,375574.2672,30259.2414,533283.9643,73893.852,16894.0778,51374.4188,2264.9697,8894.3808,34619.9625,46,77,3979,3949,4025,4026,53843348,83687305,563821321,11879665,869856,153227221,74183268,35206265,11856216,56734782,605378548
이도1동,2018-04-01,18674,46583350,1392806,2013372.936,2306301.216,505615.013,2072120.259,462755.2864,2248780.309,14719.3386,357470.9352,27879.2107,576136.1775,79837.0926,21078.6524,46677.5563,0,13142.3955,36933.3043,44,73,3977,3940,4021,4013,52788537,96569713,622827395,15735675,3509200,174793426,68694264,30644294,11758176,55604800,624125282
이도1동,2018-05-01,20157,47787850,1428647,2098557.189,2422255.686,493027.5183,2086697.72,452228.4607,2294433.326,17886.7231,377327.469,28775.7836,556518.6141,68370.724,24606.7081,48704.138,938.1085,8516.3357,43120.9967,45,73,3958,3949,4003,4022,59382583,99534779,660082356,17357359,937035,173075332,78775785,39420787,17184420,65274763,672169986
이도1동,2018-06-01,22372,52173500,1559628,2088664.308,2347877.253,476181.5913,2012268.704,440464.8363,2217972.871,14962.9585,351917.8766,28055.4435,510850.5427,58914.1487,22057.6717,49679.7167,996.2663,11989.194,40167.2731,49,72,3933,3947,3982,4019,52116754,85086856,627479146,17475541,2922504,172832579,61943648,34743562,11122904,57187343,685458001
이도1동,2018-07-01,26933,60661400,1813043,2130836.38,2412011.387,529012.1157,2118470.816,547407.344,2315768.88,16013.326,367662.1006,32678.6462,564357.6872,48155.7026,29113.1494,59005.6982,0,14043.4968,45669.2757,50,75,3920,3955,3970,4030,46861779,97826769,642455348,17622659,5443880,174006559,80488902,37242734,13230308,61140329,682138636
이도1동,2018-08-01,25327,55988250,1673335,2110016.07,2449327.487,562187.7746,2154060.821,538360.5533,2334470.591,21869.1419,407223.4123,23868.2778,590191.2267,54871.6762,24854.9778,55568.6134,168.2599,13161.5144,56861.3774,53,73,3927,3956,3980,4029,49077516,99470653,606043797,20120422,2555462,204081970,83098704,39255606,12841036,63729854,645640710
이도1동,2018-09-01,23241,49206600,1470415,2054744.151,2396013.983,505951.1946,2147669.339,461259.2007,2288361.037,17604.0695,334738.4727,23853.9789,504088.4942,51031.1953,27666.0577,59710.6575,0,9420.2258,44307.9014,53,75,3914,3958,3967,4033,47890425,158888190,668405320,18405380,1575619,222293131,60833918,34108101,17829192,56386733,591615916
이도1동,2018-10-01,21915,47510650,1419794,2142216.805,2518416.917,462363.466,2178996.238,471712.1793,2369624.451,35530.985,360863.888,19945.7148,564466.704,53986.7382,21840.7709,65562.6972,0,9058.2946,77374.2458,54,78,3901,3961,3955,4039,49233554,112911773,577298392,19913706,3131744,208759605,76696976,27073987,13493680,59257864,610055621
이도1동,2018-11-01,20428,49084700,1467467,2064683.935,2427118.921,467719.1923,2113795.055,430331.0054,2294961.558,31633.7641,379105.2722,35023.941,587414.5543,63583.7968,17066.5618,56521.642,1700.695,12060.0154,57774.3267,54,83,3898,3967,3952,4050,57555664,109860941,525175875,18465146,5603271,190225587,83795074,29000683,13426094,53092579,645458097
이도1동,2018-12-01,19221,49224550,1471911,2229103.861,2550529.744,487370.2494,2229471.387,463858.1525,2320442.028,35298.7051,379044.1788,27591.3132,558265.1735,63070.2521,23114.7583,60514.0329,4118.8561,10288.3488,58206.6541,53,85,3884,3967,3937,4052,59206679,129811424,615440174,22671870,8680774,187576951,88467137,37203691,17718175,58190109,680149938
이도1동,2019-01-01,19188,49807950,1489412,2189174.008,2515123.374,553005.6895,2186437.066,500734.9097,2454227.719,24843.9977,357638.2055,35507.1739,531753.1238,53522.1342,25353.9799,69617.8876,3577.812,12769.2323,60262.3766,55,86,3859,3965,3914,4051,51191743,140177499,557638525,22883080,3734775,198646248,79960401,34287599,14195163,59025743,634866557
이도1동,2019-02-01,17586,43017550,1286104,1944450.645,2241976.476,541347.201,2063556.018,497964.5497,2189611.652,26660.5575,322814.7869,33350.5998,478395.8667,50226.1298,25823.951,68438.2624,3513.24,8534.4277,69050.4086,55,84,3848,3973,3903,4057,52987699,116966166,524241815,24388056,5011389,199925852,72668410,30766398,14208744,54507797,565496593
이도1동,2019-03-01,18373,45641600,1364694,2145519.497,2409109.602,544924.1087,2575435.994,534018.9854,2824358.924,26862.5481,338080.2347,26774.0036,527357.9893,65220.9206,31030.1419,66372.075,566.5906,8259.6117,58529.862,55,83,3822,3939,3877,4022,54385428,92786332,570090705,33348182,1759420,173032553,81783740,36609169,18958205,60171105,660630449
이도1동,2019-04-01,18272,42816050,1279930,2088826.063,2376408.812,542607.6425,2936186.985,507669.8788,3278538.246,27813.3855,407523.3279,25980.6153,601856.3172,63149.5903,28978.9303,75394.9224,80.5796,7281.5925,56504.9022,54,85,3786,3930,3840,4015,51359206,98181466,548643355,35789840,4757688,187778961,84732963,21913048,15449811,53577225,613266365
이도1동,2019-05-01,20653,46101700,1377950,2565032.467,2932451.204,541631.1328,2588794.929,517793.307,2918173.743,32579.5672,393388.0886,30598.2345,606079.6379,64413.4782,27741.598,80733.9011,675.9873,6576.34,63037.362,53,84,3780,3923,3833,4007,55997577,115608598,614555159,39895782,3004497,200886174,71697609,30679511,15212364,54817465,681033925
이도1동,2019-06-01,22154,47468200,1418543,2532433.553,2867599.507,544987.3355,2365514.803,503539.6279,2734081.565,29178.9346,361548.835,24244.2166,544059.2059,57176.5497,32804.2752,74141.0476,456.8485,13770.9284,56311.0967,57,81,3773,3921,3830,4002,45021115,99520975,602178200,51547815,2857704,196843102,70899015,25662072,20581581,53343949,564496290
이도1동,2019-07-01,25037,53054350,1585331,2646939.475,3038014.074,702847.8244,2440416.613,664421.8642,2874029.535,28330.7021,375451.1597,24708.6369,558331.2411,79070.6541,44158.1254,80801.3096,1877,12548.9414,56874.6113,60,84,3780,3910,3840,3994,51924108,102383958,622198866,48416981,1957380,179075988,76618095,33477713,18922350,51593883,622289787
이도1동,2019-08-01,24913,51229450,1530698,2684345.756,3087197.293,620458.1467,2466486.398,604263.9062,2792155.844,37226.1559,379907.5916,23789.6464,549884.225,86435.7294,41869.2097,75718.4652,0,14713.2565,61525.0995,59,85,3772,3883,3831,3968,54909283,111639638,659783572,53451502,9181370,225971556,84990290,39496842,21587478,59592934,697732205
이도1동,2019-09-01,23084,47155800,1408877,2581071.74,2914046.339,533560.2785,2343355.687,527141.2984,2650939.116,32008.0879,353011.9022,28736.9898,509110.5241,71854.0581,26193.0728,74785.8076,701.2824,8871.854,56319.6499,62,93,3771,3889,3833,3982,61300513,121556080,573523759,55285064,2188368,232453271,66994704,31386601,17716608,51064424,564115604
이도1동,2019-10-01,21091,44486050,1329397,2593330.441,2994872.324,533237.2274,2395479.786,496363.5786,2809012.419,30690.9258,373992.0178,29068.5338,542049.6402,67929.8752,41370.958,78561.8697,153.3348,9813.4978,70983.876,58,91,3760,3896,3818,3987,75516108,103664232,549783723,61054925,5868009,232111200,83834310,31139310,22966830,59688768,686605605
이도1동,2019-11-01,20385,47579550,1422304,2204356.206,2503433.67,513125.0041,2160002.893,479547.763,2495887.013,17213.2514,330692.4905,17986.9419,481054.2766,61466.1012,30852.6909,53626.9988,0,6638.3354,48292.5214,57,85,3752,3865,3809,3950,64517630,119472371,532518578,60681393,2058420,178521544,75793458,29240084,21252426,60942413,706657412
이도1동,2019-12-01,19349,49508100,1480430,2112773.941,2380954.934,606918.4515,2391702.642,617208.2765,2773099.998,41814.998,346978.365,52369.611,451239.0412,64325.8428,22195.6461,61612.9197,1616.2881,5835.0937,48045.1679,56,91,3773,3876,3829,3967,63880396,122190245,621231376,68997791,3315570,215116794,90859184,40328673,18850545,56639342,688377331
이도1동,2020-01-01,19049,51342000,1535470,2135297.841,2386518.67,751418.2522,2393638.627,773324.4508,2641870.528,53033.0078,317084.3662,53012.9154,436516.6191,62160.2566,31898.6822,55943.0643,1719.9656,5239.7475,41500.5526,55,91,3784,3904,3839,3995,56926557,179781834,557452348,73656613,4325820,240615144,72615840,33324166,23701230,51838695,601334549
이도1동,2020-02-01,17733,45066950,1347590,2073037.629,2307102.382,590656.8928,2359858.29,579115.7607,2612917.758,52490.8114,310031.5055,55431.2418,411837.9897,58993.9056,30499.8437,58881.0651,1808.52,5289.4112,17666.9545,54,89,3797,3905,3851,3994,46373187,100093264,528068374,79301615,782595,188619460,67498200,30607533,15479640,52602611,567855143
이도1동,2020-03-01,20235,48128850,1438830,2740106.01,3026319.708,444210.7734,2314472.836,400878.2327,2477428.64,29995.3047,394569.584,46924.4083,523203.3423,76525.2668,19284.1412,57361.9668,718.9935,9305.5252,3131.1988,53,81,3806,3885,3859,3966,53271000,108413060,572935260,93889900,40000,221621550,68787550,33976250,21278500,53975700,568945990
이도1동,2020-04-01,18783,43521000,1300983,2641813.611,2961380.499,372799.3126,2254082.551,301231.3411,2507438.041,40521.659,344299.2882,37803.0931,472402.1484,80626.7067,18568.8865,55739.8741,598.2465,9156.4704,4114.2817,53,83,3809,3877,3862,3960,51852551,106523241,611181258,89370361,,223319913,74742272,25509534,20798118,55762971,614106370
이도1동,2020-05-01,21339,48859650,1460524,2723567.752,2938602.096,467570.426,2347667.593,420778.8648,2647319.564,53501.892,350624.7977,27982.8541,496530.4305,71396.2996,19931.2816,59247.2924,0,9387.8163,481.4676,54,81,3816,3860,3870,3941,67611437,137699195,656642249,87503763,2341402,256621902,85374814,40542919,22069068,58740063,750085249
이도1동,2020-06-01,20107,43676550,1305313,2570199.846,2732613.052,457462.151,2334940.557,425214.5321,2695538.399,30305.9211,334738.8966,35365.9561,522013.0176,55737.5576,23036.0736,68213.5634,0,8027.2695,485.1534,54,82,3809,3861,3863,3943,53831270,129906575,634142318,101015298,1142272,213036699,70806528,39635676,18116096,52957287,643968535
이도1동,2020-07-01,23732,49991500,1493793,2606606.279,2817052.877,549415.0652,2357848.069,512535.2485,2746367.279,30144.5019,400606.8744,38301.7337,547832.8861,51129.2749,32751.1265,66204.6251,184.2226,6931.9989,475.3974,52,82,3810,3854,3862,3936,56333755,115418051,617292866,105045911,699366,250096285,76418563,32764992,19601081,51574885,709238622
이도1동,2020-08-01,24147,47093800,1406820,2685144.202,2842225.386,600407.8425,2283560.554,566604.4543,2640821.166,25901.5243,377857.5222,26693.0842,488753.5263,44817.956,25583.2883,65544.1368,141.5762,9390.957,628.7501,53,77,3803,3842,3856,3919,55022749,120549940,637369270,130963653,895783,267287391,84199003,45930937,19292805,57604672,691287022
이도1동,2020-09-01,21562,38896900,1161484,2556813.709,2759530.704,434556.1945,2257195.744,362379.4835,2555676.775,32168.3831,350938.6714,28877.5805,503218.2932,47268.5461,20337.5705,64569.6499,3854.2236,12882.9144,711.2615,56,75,3818,3862,3874,3937,58462952,171613568,691981722,137728239,153300,366880271,67998770,26225047,24423245,46034917,609329184
이도1동,2020-10-01,21457,37657550,1124427,2630911.214,2789284.255,529893.5395,2296222.972,487730.016,2626630.11,26012.0192,344162.3441,29793.8467,488708.5275,55034.2426,24939.5814,64031.0309,666.611,9969.2088,928.0397,55,70,3818,3856,3873,3926,54345221,123644817,570724073,126402954,1872611,289794012,76864677,33260266,20823699,50089368,685131310
이도1동,2020-11-01,19374,36796500,1099100,2625254.559,2913539.259,560693.2754,2429178.537,501182.2479,2874123.435,30079.57,384658.8105,40545.9399,552231.228,61251.0906,19101.3174,68469.168,456.317,15651.1755,935.8909,55,70,3820,3850,3875,3920,51664814,118779676,546573411,129091565,603674,236916545,68869178,37798790,18556104,49352642,630554266
이도1동,2020-12-01,18623,37794550,1129214,2954384.322,3257779.883,443376.7353,2265950.556,348696.9998,2533717.393,42413.347,396831.5616,26630.8897,563055.633,60807.5742,21230.1725,66546.0683,4059.5146,12782.157,732.3415,54,71,3826,3857,3880,3928,68729937,130653819,605817467,178981381,151384,215067699,58752634,22068535,15168372,44650355,482572364
이도1동,2021-01-01,16910,33481750,1000292,3069097.446,3385003.254,412192.8427,2293343.044,345824.5926,2515648.738,44270.7417,372182.7967,31427.021,499206.7368,78967.2557,12805.2505,68331.6086,0,9786.8448,191.8216,53,70,3793,3842,3846,3912,54717931,173743747,596657670,195112252,,257898738,59431902,19705359,11055088,44490100,446738950
이도1동,2021-02-01,13680,28316950,846101,2663039.616,2974810.356,439307.6454,2182357.097,381325.1518,2419349.477,32881.9522,331068.9916,26442.4564,436213.0557,69218.3422,16837.1017,68203.5782,891.2124,9709.1056,89.935,53,72,3768,3804,3821,3876,52876039,146695970,505767642,174218102,,236442770,57967057,28548565,19853922,41427434,499429920
이도1동,2021-03-01,17110,37497450,1120658,2784406.768,3107628.568,471424.9613,2421133.338,443565.8021,2743193.129,27741.8261,367776.3065,33466.6379,533472.1806,73487.2008,24071.5463,73680.8981,0,9430.5047,844.7464,55,72,3743,3791,3798,3863,52186906,110813016,507113819,195094367,,230353294,52355233,31547450,19726295,43884301,611705997
이도1동,2021-04-01,18201,39182450,1170955,2794328.031,3125187.941,486620.0658,2292810.626,457874.482,2703984.263,21815.9998,403209.7837,14573.9565,514959.979,81137.1343,19223.6288,68365.883,0,15101.1298,743.4507,56,73,3744,3797,3800,3870,52160719,120928191,483561341,197396349,804356,218778613,69146739,25948185,16080012,44196560,633144087
이도1동,2021-05-01,20656,42806500,1279079,3019102.986,3360624.203,492567.9572,2319632.171,476381.2864,2639124.772,16616.7774,363914.2872,18021.1543,516911.9638,88504.5869,16668.5435,70291.2523,0,16224.3803,455.9336,54,73,3715,3794,3769,3867,49601865,153576816,577665949,229999160,333900,243745032,65910877,27392310,14218848,44566452,608432979
이도1동,2021-06-01,13892,28492400,851337,2851037.376,3216447.161,498034.0545,2219407.814,481052.7991,2660752.328,27354.0417,370351.1709,18431.4109,486368.0266,84152.1536,17217.8309,65619.1064,1933.4608,10773.8734,258.6904,54,76,3739,3798,3793,3874,51806388,116019969,508688529,215164292,2244386,234389350,52100161,22299916,8806021,35661091,543138472
용담2동,2018-01-01,28816,68654450,2052466,429983.8677,362174.6087,243915.995,155875.0577,185655.4792,51027.563,9328.4417,23034.6279,12071.4067,5618.2377,11912.3108,54096.7973,45165.8595,2278.2053,0,7638.6272,69,134,7965,7748,8034,7882,85055736,340181302,1117726002,17469927,4866301,281823742,120341645,53831524,24381096,107335522,1052096995
용담2동,2018-02-01,27464,65950150,1971602,382283.4355,327638.2941,224302.1335,111960.6798,168996.4174,69856.7671,8693.0784,21076.9544,10580.7622,12325.817,10743.9769,54849.0542,20762.1543,1505.2797,1042.3878,11669.9941,69,136,7925,7713,7994,7849,73288167,251338570,1104533399,15259588,4445010,289189713,102741345,46511038,20720886,97116281,905701023
용담2동,2018-03-01,30143,69454350,2076112,397370.6515,382047.7036,283461.5056,124930.9013,245513.9433,68183.1347,23233.8877,20766.1075,11836.187,15242.2228,7090.8418,68675.0285,16305.112,2739.4724,1587.5536,14176.2469,69,137,7901,7684,7970,7821,77600526,345167224,1088570124,17936894,3591108,325698660,128146517,56483224,23728176,102903571,1057658336
용담2동,2018-04-01,29754,64687850,1933227,452826.5467,436034.5172,279923.8121,117063.8981,295802.5334,59853.5157,15752.4965,20780.5506,7267.2769,8881.1848,5222.7872,33436.9734,14179.5852,368.5252,1348.2527,29702.8258,79,144,7893,7697,7972,7841,75507123,317590749,1101745755,18036599,6402368,339412054,115986029,52053663,19274064,96569663,1012165128
용담2동,2018-05-01,33144,66675300,1991981,481711.6751,409695.3319,243780.0107,113972.549,295169.8594,79365.9367,16844.183,21382.4242,14742.689,8747.4509,199.815,19383.3566,4966.8282,263.2547,611.3862,28914.4384,78,148,7905,7702,7983,7850,87444235,275783989,1256137105,19106590,6619140,318451376,159568101,58984351,19709910,99671719,1168668255
용담2동,2018-06-01,36591,71688750,2141484,490796.2706,394956.4571,283557.9564,145347.1221,320767.7854,80472.4371,12153.5198,24690.4025,13791.8846,12755.5732,3651.6893,35603.802,13472.8852,0,0,53934.4877,80,155,7894,7673,7974,7828,75228840,435557777,1261314639,22415892,8164832,338746567,122594498,48929539,22544678,102267238,1088300185
용담2동,2018-07-01,45368,89787950,2682284,514587.7714,394917.0699,403816.9851,185887.775,346486.7168,89027.3415,7791.2985,25172.7469,6341.1269,17510.4925,12976.1449,97923.6852,20521.4931,3122.3014,3224.8187,62755.7186,85,160,7891,7670,7976,7830,74312669,300466852,1239995764,22890626,5566886,326597332,149786234,53024924,21968674,103883015,1154477003
용담2동,2018-08-01,42578,83612550,2497745,496947.0995,384364.8185,423909.3201,217670.2668,376257.7553,99367.2219,13257.7927,16657.8386,11536.5189,20156.0913,23671.3912,78142.9123,29073.4737,986.3266,59.0335,64607.1814,81,160,7879,7663,7960,7823,75815714,476382231,1230964414,24849830,10871557,416060638,143679900,51571208,28515656,106666605,1158841173
용담2동,2018-09-01,39711,72694000,2171010,451268.8323,372087.2855,328176.0177,188536.1946,263213.7287,88163.2352,16757.887,16179.1971,10914.6236,12978.3962,17454.0385,72507.7296,35547.4676,694.6827,0,53487.5796,81,166,7878,7647,7959,7813,77436203,407840806,1208229136,27599992,5908694,361571706,116376034,52881166,29427594,90617251,1003217240
용담2동,2018-10-01,35463,65808900,1965438,465296.1929,401525.3679,349182.4129,220579.1917,283592.8569,77191.712,14828.0341,18077.0291,7706.275,10689.7215,15096.6852,70992.5273,27254.9394,1270.6987,1223.8784,79385.1993,82,165,7882,7645,7964,7810,77601383,434532354,1106991064,28411332,9599584,348622430,113849856,52449876,21250624,97921162,1077120471
용담2동,2018-11-01,32192,64771150,1935074,445571.3984,377823.9015,264363.8784,195173.1136,211774.0204,79285.483,12798.8139,29359.7463,11184.9729,9616.5533,6751.9367,59219.9685,27116.9748,1852.0632,318.5671,50508.0839,82,166,7833,7616,7915,7782,74503448,389324439,1034991070,27699790,11552349,332842931,132049871,42362157,28818248,91218799,1095817719
용담2동,2018-12-01,31274,70913350,2119670,461952.4903,399182.7217,239575.9958,139496.9583,162970.2773,53163.7314,6568.564,25567.0072,9436.1256,6926.6548,6280.6304,74940.353,33731.3257,2257.5074,1747.1462,35255.1918,84,163,7820,7606,7904,7769,95584641,396567011,1141530083,37210808,12840081,351886528,135679723,61540088,29343008,110873523,1149031320
용담2동,2019-01-01,30372,68830800,2057320,441743.5247,377144.3763,297475.619,213158.7961,249562.7863,77765.5389,15635.5765,16192.4564,8110.3104,4791.8017,17252.7578,79855.6686,51282.7919,6656.4326,944.229,37836.2557,85,175,7772,7588,7857,7763,74786045,312599410,1128558319,38092643,6458520,321307698,126730246,52468784,26691192,105082233,1084615190
용담2동,2019-02-01,29522,66050350,1974199,388859.3352,336105.863,266603.182,162721.6973,240996.041,81728.2297,12903.6659,19922.5016,10064.4286,7010.8378,9217.4919,74254.116,33819.8704,2677.2371,73.491,54313.2839,85,176,7751,7594,7836,7770,70976725,336244335,1006146223,37099721,8082204,313294055,120964458,41574308,29353571,97040419,985797712
용담2동,2019-03-01,29796,65200500,1948563,441542.2008,364757.7528,347293.8119,133997.3941,274486.3057,75243.8983,13896.4761,19815.9798,11221.868,10181.7671,11483.18,138874.6949,21307.0292,4703.1708,1201.9864,58465.2141,82,180,7726,7577,7808,7757,78771474,364194407,1060210192,50451472,8165345,314784736,124814285,52199503,22178085,99089437,1081175759
용담2동,2019-04-01,29760,63115600,1885997,415949.1716,374715.3113,266732.4192,152333.733,305464.6339,71682.5276,20114.8279,17600.3469,9276.755,11390.846,3968.4612,53059.8321,32383.4613,210.1242,1829.3422,66479.8462,81,184,7701,7577,7782,7761,71310922,332440966,1047311441,49473516,4750590,306789096,122268627,37827171,22788129,104614634,1070016738
용담2동,2019-05-01,34096,67551750,2018016,440936.6139,414400.6795,289415.205,178885.0147,308219.0352,93967.9951,12749.1403,20608.6726,8872.8256,17855.1074,11647.0911,46388.7699,21243.4116,1726.7095,1698.4792,123566.86,81,185,7701,7576,7782,7761,75582716,372298915,1113111930,55037810,10084599,364658210,131498622,50523972,22658226,96159410,1137874011
용담2동,2019-06-01,36485,69787550,2084589,435453.8665,409678.0713,266780.1684,143925.084,307099.3766,74066.9592,14239.1491,15284.5286,6297.1876,6990.5668,10281.5062,36587.6161,15203.5134,2188.9999,0,84115.2737,82,181,7690,7570,7772,7751,72383081,309278522,1127942183,61175370,3631248,329446913,125347194,43180889,23238885,97954367,1064425754
용담2동,2019-07-01,41712,80724950,2411361,427348.5587,400808.1367,329986.6492,218408.8695,322842.4262,92155.218,22332.903,23337.5457,12689.6848,16566.1759,9236.8065,49568.8257,26346.1231,0,209.5084,86833.058,80,178,7689,7566,7769,7744,71022704,364566705,1084324493,65388180,3476420,368376902,136213650,45837615,24111730,98324865,1103278264
용담2동,2019-08-01,41736,78100000,2332584,472847.3326,389782.8669,484772.3281,268348.3372,411842.075,104034.1687,14970.8583,20042.5538,11678.0883,13163.1484,4868.1703,137493.0708,36035.7564,0,0,122209.4424,78,181,7683,7555,7761,7736,74527121,358426777,1171354330,72335012,5046844,387405291,122473758,49045063,27908936,111137385,1100552823
용담2동,2019-09-01,37849,69717350,2082069,423661.6451,372424.5195,235932.9567,198957.905,227509.5141,73770.3845,16955.9949,24072.903,10022.822,27455.543,5625.6134,46364.8218,30605.8649,0,2452.3645,66031.0999,78,180,7659,7537,7737,7717,76071391,464589167,1198302838,73756625,5516280,343711368,95679965,40579459,25340112,91848052,979516984
용담2동,2019-10-01,34583,63211900,1887755,459531.1693,393870.6537,284426.2879,191471.9796,310688.9169,72724.0242,15282.3994,24590.4188,16233.1487,17696.5996,10490.3828,32595.6797,21690.7559,260.375,0,81552.5425,81,182,7617,7507,7698,7689,74758544,292757697,1091690037,84173191,8191110,315168219,122477097,44357750,28264200,97720539,1117588582
용담2동,2019-11-01,31786,63714550,1903462,461667.3549,333991.0593,225692.4386,157854.7593,242016.792,63114.7208,7073.7807,26437.174,15344.2796,12797.6967,8023.2614,38792.0462,25643.4298,31.9848,786.2492,57852.2652,80,179,7593,7491,7673,7670,80673181,229398895,1030092028,76279167,6317727,320247210,98701239,47639834,26741208,91524959,1053137004
용담2동,2019-12-01,29930,65067300,1944552,451884.6051,357321.446,235045.3414,177860.7269,196720.148,54308.5028,13557.1219,22413.2246,22051.3788,7996.0342,7233.7239,68060.5835,47286.5695,422.6447,408.9766,48968.4003,77,177,7580,7494,7657,7671,84170167,279300423,1100795697,85742304,16418715,339995465,112978331,49816235,28730305,97132557,1173606816
용담2동,2020-01-01,30237,67781500,2025895,429792.2714,336810.5172,244843.581,179067.246,204935.0362,69146.0558,11145.7105,21588.5474,16036.066,6131.4669,11545.517,56056.9753,45279.6204,1986.2015,1201.429,42487.7325,80,178,7565,7486,7645,7664,84047847,400570973,1162585800,94025187,7052280,303254976,119308941,40715937,32478330,88971744,1011591951
용담2동,2020-02-01,28910,61018600,1823355,405681.4486,320487.4712,171782.587,122025.1421,121737.6972,55320.4423,11036.803,25000.8887,11696.9949,1990.4357,7280.4578,52843.8912,21902.9526,2385.321,2241.7516,16317.4354,79,174,7572,7479,7651,7653,65304416,158894559,970178227,99016988,3370950,257471582,104161365,37072547,29715840,79994083,880511802
용담2동,2020-03-01,31151,61010900,1822597,480600.2916,347574.0331,195576.8846,156746.2965,127781.9414,66083.4455,4043.8472,19056.3642,10844.1549,10852.5832,6570.221,88382.728,33995.821,5063.4164,1301.1967,12345.5975,81,171,7569,7468,7650,7639,77472600,170529800,1033259450,104314825,240000,286814950,111144500,31078440,32484500,82824950,925002450
용담2동,2020-04-01,29818,57175200,1707810,460352.0819,327970.9153,164744.4122,128796.3062,134360.4844,60049.8845,9909.8297,18871.8742,7053.3368,9770.6697,11114.3232,44108.0578,30822.6395,947.4454,376.3727,8163.3432,80,168,7569,7441,7649,7609,78706073,165148948,1037779284,106307236,202400,314415192,96835750,36953964,29136492,92248710,931284019
